ENSGene	GRCh38	GRCh37
ENSG00000256481	AP006333.2	RP11-21A7A.4
ENSG00000258417	AC100868.1	OC90
ENSG00000269236	AC008751.2	CTD-2619J13.1
ENSG00000259959	AC107068.1	RP11-121C2.2
ENSG00000225872	LINC01529	AC002398.5
ENSG00000265334	AC130324.2	CTD-2349P21.11
ENSG00000236883	AP001615.1	AP001615.9
ENSG00000256987	AC023050.4	RP11-428G5.7
ENSG00000242314	RPL12P32	RP11-428G5.2
ENSG00000244436	AC023050.1	RP11-428G5.1
ENSG00000236347	AL513123.1	RP11-346D19.1
ENSG00000235399	AL135902.1	RP11-204P2.3
ENSG00000253980	AC010609.1	CTB-4E7.1
ENSG00000261341	AC010325.1	CTD-2568A17.1
ENSG00000227431	CSE1L-AS1	RP1-155G6.4
ENSG00000259678	AC066613.2	RP11-707P17.1
ENSG00000232208	AL139415.1	RP3-477M7.5
ENSG00000271671	AC107304.1	RP11-598F17.2
ENSG00000213087	AL356535.1	RP11-613F7.1
ENSG00000232415	ELN-AS1	CTB-51J22.1
ENSG00000235245	AL360181.2	RP11-122K13.12
ENSG00000213318	AC009078.1	RP11-331F4.1
ENSG00000231483	AL365356.4	RP11-336A10.5
ENSG00000234247	AC096537.2	RP11-100E13.3
ENSG00000232296	AL691482.1	RP11-510N19.2
ENSG00000234686	AC091730.1	AC010971.1
ENSG00000254757	AC127526.3	RP13-726E6.1
ENSG00000170955	CAVIN3	PRKCDBP
ENSG00000257551	HLX-AS1	HLA-AS1
ENSG00000238078	LINC01352	RP11-295M18.2
ENSG00000258837	AL133370.1	CTD-2566J3.1
ENSG00000269026	AC003006.1	AC003006.7
ENSG00000264064	AC226154.1	RP11-758G22.1
ENSG00000229502	AL391863.1	RP11-52J3.2
ENSG00000269097	TPRG1LP1	AC003682.17
ENSG00000257198	FAM205BP	FAM205B
ENSG00000249790	AC092490.1	RP11-20D14.6
ENSG00000234060	EDDM3CP	AC016906.1
ENSG00000269967	AL136115.2	RP11-84A19.4
ENSG00000261823	AC084782.2	RP11-48G14.1
ENSG00000235996	AL136090.1	RP11-97N19.2
ENSG00000256004	AC092490.3	RP11-20D14.4
ENSG00000213972	AL024509.1	RP3-522P13.2
ENSG00000234559	AC079776.2	AC079776.4
ENSG00000225693	LAGE3P1	RP11-54K16.2
ENSG00000272341	AL137003.2	RP1-151F17.2
ENSG00000253966	AC008514.2	CTC-455F18.3
ENSG00000231622	RPS29P7	RP4-700A9.1
ENSG00000229280	EEF1DP6	RP11-374C13.1
ENSG00000258696	AL359233.1	CTD-2058B24.3
ENSG00000230298	AL590068.2	RP11-253D19.2
ENSG00000236095	AL807757.2	RP11-49O14.2
ENSG00000262400	AL590084.3	RP11-191A15.1
ENSG00000219682	AL133268.1	RP3-425P12.4
ENSG00000269765	AC011492.1	CTB-187L3.1
ENSG00000188365	AC092171.1	AC092171.2
ENSG00000231107	LINC01508	RP11-389K14.3
ENSG00000259676	AC103982.1	RP11-343B18.2
ENSG00000236526	AL035448.1	RP4-742J24.2
ENSG00000253286	AC090193.1	CTD-2552K11.2
ENSG00000236839	AC069280.1	RP11-3P22.1
ENSG00000261439	DKFZP434H168	CTD-2050B12.2
ENSG00000260198	AC009102.1	RP11-441F2.2
ENSG00000228814	AC017007.1	RP11-119H12.5
ENSG00000271298	AL080274.1	RP5-1012F16.2
ENSG00000177788	AL162595.1	RP5-1061H20.4
ENSG00000234644	OTX2P1	RP11-360J12.1
ENSG00000232698	AP001058.1	AP001058.3
ENSG00000248772	AC108729.3	RP11-639F1.1
ENSG00000269433	OPN1MW3	OPN1MW
ENSG00000223987	RPL26P28	RP11-445P17.5
ENSG00000253581	AC105031.1	CTD-2272D18.2
ENSG00000237689	AC007064.2	AC007064.24
ENSG00000249601	LINC01187	CTB-27N1.1
ENSG00000265775	AC004147.5	CTC-304I17.3
ENSG00000251667	BRCC3P1	RP11-844P9.3
ENSG00000261882	AC006600.1	RP11-502F1.2
ENSG00000270792	AL050403.2	RP11-103J8.1
ENSG00000224961	LINC01752	RP1-278O22.1
ENSG00000241526	AC112771.1	RP11-144C9.1
ENSG00000266171	AP001020.3	RP11-769O8.1
ENSG00000258135	LINC02396	RP11-70F11.11
ENSG00000228819	AL049792.1	RP1-305B16.3
ENSG00000229313	AL133268.3	RP3-425P12.5
ENSG00000223623	AL133268.2	RP3-425P12.1
ENSG00000226900	AL451069.1	RP11-432J24.5
ENSG00000233318	RPL31P45	RP11-573G6.2
ENSG00000258654	AC026495.1	RP11-509A17.3
ENSG00000182934	SRPRA	SRPR
ENSG00000249777	SAP18P1	CTC-235G5.1
ENSG00000246145	RRS1-AS1	RP11-346I3.4
ENSG00000254771	AP001893.2	RP11-50B3.1
ENSG00000229594	AL159987.2	RP11-167P23.4
ENSG00000266959	AC005786.1	AC005786.3
ENSG00000243916	AC092183.1	RP11-6K23.1
ENSG00000253161	LINC01605	RP11-150O12.1
ENSG00000261811	LINC02164	RP11-382N13.2
ENSG00000272609	AC016252.1	RP11-461M2.2
ENSG00000261146	AC007159.1	RP11-2A4.4
ENSG00000258711	AL358334.2	RP11-218E20.3
ENSG00000226280	AL049641.1	RP6-22P16.1
ENSG00000253336	AC018992.1	RP11-468O2.1
ENSG00000230295	GTF2IP23	RP11-458F8.2
ENSG00000231848	AC012354.2	AC012354.8
ENSG00000264334	AC134978.1	RP11-671C19.2
ENSG00000254599	AP003715.1	RP11-115E19.1
ENSG00000265174	AP005202.2	CTD-2124B20.3
ENSG00000264164	AC090616.2	RP11-640N20.6
ENSG00000151881	TMEM267	C5orf28
ENSG00000226067	LINC00623	LINC00869
ENSG00000257395	AL512310.2	RP11-597A11.2
ENSG00000257846	AL512310.6	RP11-597A11.3
ENSG00000233360	Z83844.2	Z83844.1
ENSG00000225793	AL080250.1	RP1-234P15.4
ENSG00000272432	AL031432.3	RP3-465N24.6
ENSG00000250778	AC004980.4	AC004980.8
ENSG00000188850	AC114947.1	RP11-159F24.2
ENSG00000267407	AC008794.1	CTD-2050I18.1
ENSG00000217139	AL603865.1	RP11-129H15.4
ENSG00000270382	AL109918.2	RP1-152L7.9
ENSG00000227197	AC009365.2	AC009518.8
ENSG00000248625	AC079768.1	RP11-205M3.1
ENSG00000229693	AL606530.1	RP11-25C15.1
ENSG00000225939	AL662833.1	XXbac-BPG248L24.10
ENSG00000270822	AC092032.1	RP11-730B22.1
ENSG00000236817	AL606804.1	RP11-978I15.10
ENSG00000272711	AC019069.1	RP11-259N19.1
ENSG00000273064	AC017083.1	RP11-474G23.3
ENSG00000269986	AC040174.2	RP11-96H17.3
ENSG00000235749	AL390860.1	RP11-634B7.4
ENSG00000260756	AC131649.1	RP11-609N14.1
ENSG00000246477	AF131216.1	AF131216.6
ENSG00000229853	AL034418.1	RP5-1049G16.4
ENSG00000232448	AL354824.2	RP11-416N4.1
ENSG00000230506	AL354824.1	RP11-416N4.4
ENSG00000259972	AC009120.2	AC009120.6
ENSG00000255076	AC084838.1	CTD-2023J5.1
ENSG00000260884	AC009120.3	AC009120.5
ENSG00000214366	EIF4EP5	RP11-138H14.1
ENSG00000239763	AC009120.1	AC009120.3
ENSG00000258728	AL162231.3	GALT
ENSG00000254575	AC022039.1	RP11-3G21.1
ENSG00000261079	AC009053.2	RP11-252A24.3
ENSG00000214331	AC009053.1	RP11-252A24.2
ENSG00000226474	AP000532.1	LA16c-2F2.5
ENSG00000223418	AC004554.1	GS1-590J6.2
ENSG00000261632	AC022872.1	RP11-390D11.1
ENSG00000260173	AC020779.2	RP11-2I17.4
ENSG00000235156	TMEM30CP	TMEM30C
ENSG00000262375	AL157402.4	RP11-553K8.2
ENSG00000260037	AC104938.1	CTD-2524L6.3
ENSG00000261215	AL162231.4	RP11-195F19.30
ENSG00000270911	AC114878.2	RP11-272L13.4
ENSG00000230074	AL162231.2	RP11-195F19.9
ENSG00000230718	AC114878.1	RP11-272L13.2
ENSG00000243568	AC020779.1	RP11-2I17.1
ENSG00000260576	EIF5A2P1	RP11-390D11.2
ENSG00000183760	ACP7	PAPL
ENSG00000250500	AC017007.4	RP11-119H12.3
ENSG00000270392	PFN1P2	AC241952.1
ENSG00000260978	MKRN3-AS1	RP11-73C9.1
ENSG00000213935	AC092610.1	AC092610.12
ENSG00000232578	AC093311.1	CTC-303L1.1
ENSG00000251340	MTCYBP35	RP11-461G12.2
ENSG00000272894	AC004982.2	RP5-1159O4.1
ENSG00000267726	LINC02565	CTD-2526M8.2
ENSG00000213620	AL121657.1	AL121657.4
ENSG00000227148	AC069285.1	RP11-196D18.1
ENSG00000233918	AC128676.1	RP11-715L17.1
ENSG00000223591	CENPVL1	CENPVP1
ENSG00000236238	AC093106.1	AC093106.4
ENSG00000213261	EEF1B2P6	AC093106.7
ENSG00000184068	AL021453.1	RP5-821D11.7
ENSG00000236544	AC008060.3	AC008060.8
ENSG00000262848	AC136624.3	RP11-517A5.5
ENSG00000263990	AC004253.1	CTC-542B22.2
ENSG00000257467	PPFIA2-AS1	RP11-121G22.3
ENSG00000228193	ELOCP14	TCEB1P14
ENSG00000225216	AC007362.1	AC007362.3
ENSG00000239989	AC008132.2	AC008132.14
ENSG00000234764	E2F6P1	AC008132.12
ENSG00000272807	AC007038.2	RP11-260M2.1
ENSG00000255723	AC108516.2	RP11-529H2.2
ENSG00000224597	SVIL-AS1	PTCHD3P1
ENSG00000227779	AC234779.1	GS1-164F24.1
ENSG00000225816	GTF3AP5	AC006045.3
ENSG00000230271	AC023141.5	RP11-548K12.5
ENSG00000227047	AC012065.1	AC012065.4
ENSG00000271788	AC008875.1	CTD-2201E18.5
ENSG00000233534	AL035604.1	RP1-38C16.2
ENSG00000260362	AC007218.1	RP11-297M9.1
ENSG00000251163	PRELID3BP4	CTD-2325A15.2
ENSG00000232604	AC010967.2	AC010967.3
ENSG00000228033	AC010967.1	AC010967.2
ENSG00000232930	AC083864.2	AC083864.3
ENSG00000089154	GCN1	GCN1L1
ENSG00000180712	LINC02363	RP11-290F5.2
ENSG00000227765	MYL12BP2	RP11-162O12.2
ENSG00000249532	AC106864.1	MIR302B
ENSG00000261431	AL023803.1	RP4-616B8.4
ENSG00000225813	AC009299.1	AC009299.4
ENSG00000268650	AC005759.1	AC068499.10
ENSG00000179342	AC008267.1	GS1-124K5.9
ENSG00000237311	AL034397.2	RP6-159A1.3
ENSG00000244055	AC007566.1	AC007566.10
ENSG00000253162	AC026991.1	RP11-279L11.1
ENSG00000258121	AC089987.3	RP11-722P11.4
ENSG00000272330	AC002044.1	AC002044.4
ENSG00000230552	AC092162.2	AC092162.1
ENSG00000241048	AC117386.1	RP11-167H9.5
ENSG00000249833	CCDC37-AS1	RP11-71E19.5
ENSG00000255410	AC091564.6	RP11-732A19.6
ENSG00000267794	AP001120.4	RP11-677O4.5
ENSG00000260404	AC110079.1	RP11-384K6.6
ENSG00000230118	AC092569.1	AC092569.2
ENSG00000226166	AC244670.1	RP11-474O21.2
ENSG00000230265	AC079178.1	RP11-702C7.1
ENSG00000230412	ELOCP12	TCEB1P12
ENSG00000234481	AC117945.1	RP4-614N24.1
ENSG00000259747	AC104261.1	RP11-275I4.2
ENSG00000258273	AC024257.2	RP11-370I10.4
ENSG00000254261	AL451137.1	RP11-18A15.1
ENSG00000251644	HPRT1P1	RP11-442P12.1
ENSG00000230706	AL035246.1	RP5-998G20.1
ENSG00000271056	AL136363.2	RP6-43L17.2
ENSG00000233403	AC121342.1	RP11-86A5.1
ENSG00000257572	AC008127.2	RP11-478B9.2
ENSG00000224441	AC068831.1	AC068831.3
ENSG00000228748	AL450306.1	RP13-39P12.3
ENSG00000235295	LINC01634	XXbac-B476C20.17
ENSG00000241218	AC063944.2	RP11-446H18.1
ENSG00000173020	GRK2	ADRBK1
ENSG00000233589	AL138789.1	RP4-694A7.2
ENSG00000251112	AC106794.2	RP11-419C19.3
ENSG00000250855	AC139718.2	RP11-269F21.1
ENSG00000223949	ROR1-AS1	RP11-24J23.2
ENSG00000253426	AC022784.3	RP11-10A14.4
ENSG00000232113	TEX50	RP11-360D2.1
ENSG00000228719	AL022313.2	RP5-1119A7.14
ENSG00000254177	AC079209.2	RP11-1149M10.1
ENSG00000228358	LINC02263	AC113617.1
ENSG00000240355	AC004869.2	AC004869.3
ENSG00000267583	AC007998.3	RP11-322E11.5
ENSG00000224637	PDSS1P2	AC019129.2
ENSG00000169075	Z99496.1	BRD7P3
ENSG00000232533	AC093673.1	AC093673.5
ENSG00000261829	AC009407.1	RP11-223I10.1
ENSG00000224061	AC092106.2	AC092106.1
ENSG00000272619	AC093673.2	RP11-563K23.1
ENSG00000260782	AC007225.1	RP11-480G7.2
ENSG00000215156	AC138409.1	RP11-1023L17.2
ENSG00000262120	AC010547.6	RP11-510M2.7
ENSG00000259906	AC120045.1	RP11-932O9.4
ENSG00000272554	AC012087.1	RP11-317L10.1
ENSG00000269978	AL359881.1	RP11-338N10.3
ENSG00000225489	AL354707.1	RP11-390F4.3
ENSG00000165837	ERICH6B	FAM194B
ENSG00000227805	RPL21P90	RP11-248J23.5
ENSG00000254981	AC087623.1	RP11-350N15.3
ENSG00000232946	AL354707.3	RP11-390F4.2
ENSG00000236857	RAP1BP1	RP11-503K16.2
ENSG00000262521	AJ003147.1	AJ003147.8
ENSG00000272384	AC016405.3	RP11-44N11.2
ENSG00000234842	MTCO2P16	AC007163.8
ENSG00000256750	LINC02423	RP11-3L23.2
ENSG00000250583	AC034232.2	CTD-2233C11.2
ENSG00000241746	AC104212.2	RP11-941H19.1
ENSG00000253699	AC084128.1	CTD-3118D11.3
ENSG00000229116	AL137026.1	RP11-20J15.3
ENSG00000241346	SNRPCP11	RP11-379B18.3
ENSG00000273272	U62317.5	CTA-384D8.34
ENSG00000248787	AC092903.2	RP11-666A20.4
ENSG00000261663	AC009065.8	RP11-304L19.11
ENSG00000270222	DUXAP11	RP11-105C20.3
ENSG00000230768	LINC01676	RP11-251P6.1
ENSG00000262090	AC136944.5	RP11-23E10.5
ENSG00000225036	CDK4P1	RP11-414B7.1
ENSG00000268209	AC114786.4	RP11-618I10.3
ENSG00000260827	AC138869.3	RP11-1437A8.4
ENSG00000261507	AC141257.2	RP11-1437A8.6
ENSG00000226701	RPL15P14	RP11-570G20.1
ENSG00000223398	AC027124.1	AC027124.2
ENSG00000238263	RPL21P88	RP11-402L1.12
ENSG00000259647	AC111152.2	RP11-143J24.1
ENSG00000224785	AC006026.1	AC006026.9
ENSG00000260419	AC138869.2	RP11-1437A8.3
ENSG00000231776	LINC01611	RP1-90L14.1
ENSG00000253833	AC022868.1	RP11-367E12.4
ENSG00000224439	RPSAP10	RP11-351M16.1
ENSG00000215288	AC067904.1	RP11-613H2.1
ENSG00000266286	AC037482.3	AC037482.2
ENSG00000244429	AC104629.2	RP11-12N13.1
ENSG00000240084	MTND4LP10	RP11-12N13.6
ENSG00000250455	AC117532.1	RP11-648M2.1
ENSG00000272836	AL022328.1	RP3-402G11.27
ENSG00000226277	AC105393.1	AC105393.2
ENSG00000221962	TMEM14EP	TMEM14E
ENSG00000266446	AL449423.1	RP11-149I2.4
ENSG00000233684	LINC01865	AC079779.6
ENSG00000256709	AL133271.1	AL139812.1
ENSG00000267811	AP001160.2	RP11-727F15.11
ENSG00000177822	AC098864.1	AC108142.1
ENSG00000242156	AC000041.1	AC000041.8
ENSG00000230526	AC073370.1	RP11-472G21.2
ENSG00000248770	AC019235.1	RP11-665C14.1
ENSG00000258570	AC110027.1	RP11-452K20.1
ENSG00000249460	LINC02500	RP11-665C14.2
ENSG00000225356	AC093840.1	RP11-433O3.1
ENSG00000251336	TEMN3-AS1	RP11-540E16.2
ENSG00000272988	AC022392.1	RP11-150D20.5
ENSG00000259644	AC022613.3	RP11-680F8.4
ENSG00000236723	AL606760.2	RP5-1024G6.2
ENSG00000206567	AC022007.1	AC022007.5
ENSG00000242659	AC108693.2	RP11-271C24.2
ENSG00000215159	AC025262.1	RP11-629N8.3
ENSG00000269982	AC018809.2	RP11-1020A11.2
ENSG00000251433	CCNHP1	RP11-540E16.1
ENSG00000248816	AC079226.2	RP11-18D7.3
ENSG00000248266	AC108142.1	RP11-402C9.1
ENSG00000227506	MUC21	C6orf205
ENSG00000228523	AL389925.1	RP4-763G1.1
ENSG00000261259	AC142086.5	RP11-19N8.2
ENSG00000271075	AL139317.4	RP11-589M4.4
ENSG00000236255	AC009404.1	AC009404.2
ENSG00000251418	ASS1P8	RP11-655B23.1
ENSG00000224848	AL589843.1	RP11-535M15.1
ENSG00000272849	AC084018.1	RP11-347I19.8
ENSG00000234607	AL355994.4	RP11-5P18.1
ENSG00000212694	LINC01089	AC084018.1
ENSG00000215198	AL353795.1	RP11-182N22.7
ENSG00000248858	FLJ46284	RP11-100L22.2
ENSG00000183171	BX322650.1	RP11-49C9.2
ENSG00000265690	AC074143.1	RP11-5A19.5
ENSG00000239675	CR759835.2	HCG16
ENSG00000237921	AC004543.1	AC004543.2
ENSG00000260401	AP002761.4	RP11-800A3.4
ENSG00000240915	AC120042.1	RP11-659E9.2
ENSG00000215841	AP002761.1	RP11-800A3.2
ENSG00000228898	MTCO1P43	AC012365.3
ENSG00000266371	AC079915.1	RP11-142O6.1
ENSG00000251088	AC117473.1	RP11-325B23.2
ENSG00000253749	AC022695.3	RP11-700E23.1
ENSG00000270793	LLPHP1	RP11-23O13.1
ENSG00000267725	AC008521.2	CTC-461H2.3
ENSG00000267492	AL353997.4	RP1-37N7.6
ENSG00000260101	AC008074.3	RP11-568N6.1
ENSG00000247903	AC024896.1	RP11-421F16.3
ENSG00000234793	AC114730.2	AC114730.7
ENSG00000215692	AC114730.1	AC114730.8
ENSG00000259049	AL139317.3	RP11-589M4.1
ENSG00000270325	BNIP3P9	CTC-559E9.12
ENSG00000223917	AC009237.1	AC009237.2
ENSG00000123584	MAGEA9	MAGEA9B
ENSG00000272541	AL021368.3	XXbac-BPGBPG55C20.1
ENSG00000258598	AL512357.1	RP11-260M19.1
ENSG00000234281	LANCL1-AS1	AC007970.1
ENSG00000254571	AL358937.1	RP11-60I3.4
ENSG00000259100	AL157791.1	RP11-1074O12.1
ENSG00000232154	MTCYBP15	RP11-193H5.5
ENSG00000248236	AC008837.1	CTD-2151A2.2
ENSG00000269895	AP000654.1	AP000654.4
ENSG00000255471	AP001528.2	RP11-736K20.5
ENSG00000229495	AL450327.1	RP11-173D14.3
ENSG00000226792	C13orf42	LINC00371
ENSG00000225673	AC104164.1	RP11-641C17.3
ENSG00000204196	RPL12P16	AC011737.2
ENSG00000250891	LINC02208	CTD-2281M20.1
ENSG00000254120	LINC02155	RP11-705O24.2
ENSG00000245937	LINC01184	CTC-228N24.3
ENSG00000261039	LINC02544	RP11-417E7.2
ENSG00000267704	FRG2LP	RP11-411B10.6
ENSG00000225424	AL391869.1	RP11-168C9.1
ENSG00000232985	AL355537.2	RP11-442O18.1
ENSG00000248799	AC022118.1	CTC-548H10.2
ENSG00000241921	AC000372.1	AC000370.2
ENSG00000259002	AL445363.1	RP11-671J11.7
ENSG00000230061	TRPM2-AS	AP001065.2
ENSG00000268738	HSFX2	HSFX1
ENSG00000247199	AC091948.1	RP11-373N22.3
ENSG00000227496	AC099066.2	RP11-145A3.1
ENSG00000227175	AL590677.1	RP11-214D15.2
ENSG00000241777	AC092185.1	RP11-148O7.2
ENSG00000105373	NOP53	GLTSCR2
ENSG00000242752	NMTRQ-TTG12-1	TRNAQ41P
ENSG00000227563	RNF11P2	RNF11B
ENSG00000227172	AC011290.1	AC011290.4
ENSG00000251545	AC136628.2	RP11-798K23.3
ENSG00000273012	AL353600.1	RP11-90B22.1
ENSG00000250956	AC011416.2	CTB-88F18.3
ENSG00000250286	AC021491.2	RP11-94C24.8
ENSG00000232560	LINC01549	C21orf37
ENSG00000272180	AC011306.1	RP11-481J13.1
ENSG00000233242	AL512604.2	RP11-220I1.2
ENSG00000270920	MCRIP2P2	CTA-277P6.1
ENSG00000249977	AC106748.1	RP11-155G15.3
ENSG00000234476	AC092811.1	RP11-496N12.6
ENSG00000238097	LINC02037	RP11-513G11.3
ENSG00000228983	SLC47A1P1	AC025627.7
ENSG00000226993	POLR2LP1	POLR2LP
ENSG00000255119	AP003385.5	RP11-655M14.12
ENSG00000258520	AL359317.1	RP11-363J20.2
ENSG00000225678	AP000619.1	AP000619.5
ENSG00000260063	AL512408.1	RP5-968P14.2
ENSG00000229964	AC080129.1	RP11-135A1.3
ENSG00000233973	LINC01360	RP4-598G3.1
ENSG00000269054	AC012313.6	CTD-2619J13.3
ENSG00000232924	ELOCP4	TCEB1P4
ENSG00000273181	AC131235.4	RP11-778D9.13
ENSG00000218227	AC136632.1	RP11-889L3.1
ENSG00000234428	AC023051.1	RP11-666F17.1
ENSG00000256894	AC022509.3	RP11-283G6.3
ENSG00000232058	AC005772.1	AC005772.2
ENSG00000272937	AC009779.8	OR6U2P
ENSG00000273269	STPG4	RP11-761B3.1
ENSG00000221857	AC020907.2	CTD-2527I21.4
ENSG00000272564	AC012511.1	RP11-548P2.2
ENSG00000251320	AC011352.3	CTC-327F10.4
ENSG00000235933	LINC01779	RP5-1185H19.2
ENSG00000266744	AC005304.3	RP11-131K5.1
ENSG00000233902	AL645933.1	XXbac-BPG181B23.6
ENSG00000271455	AC112187.2	RP11-269M20.2
ENSG00000242439	AC127024.1	CTD-2349P21.1
ENSG00000228255	AC096639.1	RP11-323I1.1
ENSG00000253628	AC110011.1	RP11-536N17.1
ENSG00000213386	AC022217.1	RP11-779O18.2
ENSG00000261596	AC005632.2	CTB-31N19.3
ENSG00000253295	AC022217.2	RP11-779O18.1
ENSG00000260090	AC092435.3	RP11-292D4.3
ENSG00000249617	AC106872.7	RP11-366M4.17
ENSG00000268366	AC010271.1	CTC-492K19.4
ENSG00000231434	AL365440.1	RP11-144L1.8
ENSG00000251118	AC008549.3	CTC-505O3.1
ENSG00000226432	AC010342.1	CTD-2015B23.2
ENSG00000271609	AC005632.3	CTB-31N19.4
ENSG00000257639	AC005632.1	CTB-31N19.2
ENSG00000256955	AC131009.2	RP11-417L19.2
ENSG00000237742	AL365259.1	RP11-624M8.1
ENSG00000226409	AL450332.1	RP11-735G4.1
ENSG00000258772	AL355922.4	RP11-84C10.3
ENSG00000259407	AC021739.2	RP11-158M2.3
ENSG00000259544	AC021739.4	RP11-158M2.2
ENSG00000233576	AC131235.2	RP11-778D9.9
ENSG00000248847	AC074087.1	RP11-26C10.1
ENSG00000250507	AC245884.6	AC008984.6
ENSG00000267513	HMGN1P31	RP11-622J9.1
ENSG00000267382	AC010928.1	RP11-325K19.2
ENSG00000261319	LINC02152	RP11-279O17.1
ENSG00000248329	APELA	RP11-366M4.3
ENSG00000255240	AP001636.3	RP11-142C4.6
ENSG00000226320	LINC01811	AC018359.1
ENSG00000249746	AC099509.1	RP11-254I22.3
ENSG00000229400	AL596330.1	RP11-3L21.2
ENSG00000226008	SEPT14P3	AC073135.7
ENSG00000256714	AC087318.1	RP11-73M14.1
ENSG00000233656	AL445430.1	RP11-716O23.1
ENSG00000226920	AL160004.1	RP5-1068B5.3
ENSG00000203416	FAM32BP	FAM32B
ENSG00000248801	C8orf34-AS1	RP11-664D7.4
ENSG00000266488	AC226154.2	RP11-758G22.2
ENSG00000267618	AC004223.3	RAD51L3-RFFL
ENSG00000250351	AC233724.9	RP11-432M8.10
ENSG00000271296	AC233724.14	RP11-432M8.20
ENSG00000119636	BBOF1	CCDC176
ENSG00000249282	AC233724.7	RP11-432M8.6
ENSG00000268107	AC003005.1	AC003005.4
ENSG00000258891	AC005480.1	RP5-1021I20.5
ENSG00000231916	AC006033.1	AC006033.22
ENSG00000214100	PLAC9P1	AC079776.2
ENSG00000233428	PPIAP65	AC019050.1
ENSG00000234356	AC009945.1	AC009945.4
ENSG00000236414	AC004415.1	AC004535.2
ENSG00000244705	AC020658.1	RP11-133K1.1
ENSG00000175318	GRAMD2A	GRAMD2
ENSG00000250850	AL161781.2	RP11-297B17.3
ENSG00000115128	SF3B6	SF3B14
ENSG00000084444	FAM234B	KIAA1467
ENSG00000233968	AL157895.1	RP11-354E11.2
ENSG00000254091	AC022784.5	RP11-10A14.8
ENSG00000260416	AL096828.2	RP5-963E22.5
ENSG00000258066	AC138331.1	RP11-781A6.1
ENSG00000231615	AL645568.2	RP11-296O14.2
ENSG00000228086	AL589990.1	RP5-837M10.4
ENSG00000236921	AL157937.1	RP11-408N14.1
ENSG00000242296	DEFB109A	DEFB109P1
ENSG00000268743	AC008737.1	CTD-2538G9.5
ENSG00000216359	AL139039.1	RP11-360O19.1
ENSG00000264072	AP001180.2	RP11-856M7.4
ENSG00000266470	AP001180.6	RP11-856M7.8
ENSG00000263326	AC133552.4	RP11-266L9.6
ENSG00000273483	AL354760.1	RP4-671G15.2
ENSG00000254423	AC087203.1	RP11-351I21.7
ENSG00000256075	AC008033.1	RP11-81H14.3
ENSG00000250204	TTTY23B	AC006335.6
ENSG00000226227	BX120007.1	DASS-397D15.5
ENSG00000220204	AL035079.1	RP1-53C18.3
ENSG00000272017	AL137784.2	RP1-199J3.7
ENSG00000270955	AC135731.2	RP11-261B23.2
ENSG00000264246	AP005208.1	RP11-138C24.2
ENSG00000253671	AC027117.1	RP11-806O11.1
ENSG00000239377	AC073111.1	RP4-584D14.6
ENSG00000240449	AC005586.1	RP4-584D14.5
ENSG00000238140	AC104170.2	RP11-253A20.1
ENSG00000259403	AC020704.1	RP11-315L6.1
ENSG00000259664	LINC02254	CTD-2147F2.2
ENSG00000259485	LINC02253	CTD-2147F2.1
ENSG00000253708	AC026979.2	RP11-51J9.4
ENSG00000260147	MTND5P34	CTD-3032H12.3
ENSG00000247324	AC010547.1	RP11-510M2.2
ENSG00000253142	AC037441.2	RP11-87E22.1
ENSG00000223675	AC093117.1	RP11-86H7.6
ENSG00000270992	AC024085.1	RP11-190G13.4
ENSG00000253706	AC011632.1	RP11-758M4.4
ENSG00000239683	AC007998.1	RP11-322E11.1
ENSG00000260708	AL118516.1	CTA-29F11.1
ENSG00000229012	AC003685.1	GS1-542M4.4
ENSG00000237594	AP000251.1	AP000251.3
ENSG00000237325	AP000563.1	AP000563.2
ENSG00000244564	AC096888.1	RP11-14D22.1
ENSG00000262303	AL021878.1	RP4-669P10.16
ENSG00000213081	AC012362.1	AC012362.3
ENSG00000259542	AC087477.5	RP11-522B15.4
ENSG00000230440	AL391119.1	RP13-329D4.3
ENSG00000228961	LINC01690	AP000282.3
ENSG00000272150	NBPF25P	AC239860.1
ENSG00000267766	AC022726.1	RP11-299P2.1
ENSG00000238257	AP000244.1	AP000244.11
ENSG00000253774	AC114550.3	CTD-3023L14.1
ENSG00000240571	AC087071.2	RP11-775D22.3
ENSG00000243635	AC091804.1	RP11-281P11.1
ENSG00000257224	CR383656.3	RP11-536C10.9
ENSG00000268203	AC010503.2	CTD-2396E7.9
ENSG00000253372	AC016405.1	RP11-44N11.1
ENSG00000271530	WBP1LP12	RP1-24O22.5
ENSG00000235200	LINC01702	RP4-763G1.2
ENSG00000257058	AP001363.2	RP11-864I4.4
ENSG00000266835	GAPLINC	RP11-838N2.4
ENSG00000254317	AC022973.4	RP11-473O4.5
ENSG00000234155	LINC02535	RP11-30P6.6
ENSG00000249956	UGT2B24P	RP11-790I12.2
ENSG00000215067	ALOX12-AS1	AC027763.2
ENSG00000230839	AL121760.1	RP5-968J1.1
ENSG00000271219	AC011626.1	RP11-369K17.2
ENSG00000239801	DENND6A-AS1	RP11-755B10.2
ENSG00000144320	LNPK	KIAA1715
ENSG00000227736	MTCO3P16	AC007163.9
ENSG00000271173	AL355989.2	RP11-272J7.6
ENSG00000173567	ADGRF3	GPR113
ENSG00000270017	AC107976.1	CTD-2576F9.2
ENSG00000248318	AC104958.1	RP11-713M15.1
