ENSGene	GRCh38	GRCh37
ENSG00000228909	LINC01803	AC008281.1
ENSG00000127507	ADGRE2	EMR2
ENSG00000224110	MTRF1LP2	RP11-274M4.1
ENSG00000228549	BX284668.2	U1
ENSG00000242078	AC084864.1	RP11-738B7.1
ENSG00000272556	GTF2IP13	RP11-638I8.1
ENSG00000233578	EIF4EP1	RP5-1022P6.3
ENSG00000265008	AC011825.4	RP11-53I6.3
ENSG00000263904	AC015563.1	RP11-344B2.3
ENSG00000248516	AC105415.1	RP11-265O12.1
ENSG00000141441	GAREM1	GAREM
ENSG00000224604	AC008069.1	AC008069.2
ENSG00000214614	AC142086.1	RP11-989E6.3
ENSG00000233537	TEDDM2P	TEDDM1P1
ENSG00000271002	AC129492.5	RP11-599B13.8
ENSG00000196544	BORCS6	C17orf59
ENSG00000219453	AL133270.1	RP4-810F7.1
ENSG00000272509	AC087752.4	RP11-347C18.5
ENSG00000260611	AC106785.2	RP11-352B15.2
ENSG00000271334	LINC02104	CTD-2078B5.2
ENSG00000217041	AL512430.2	RP11-346C16.1
ENSG00000264450	AC004231.2	RP5-1110E20.1
ENSG00000233421	LINC01783	U1
ENSG00000227537	AL139281.1	RP11-215C7.3
ENSG00000224946	AC007312.1	AC007312.3
ENSG00000225676	AC002378.1	RP3-438O4.4
ENSG00000225284	AC018693.1	AC018693.6
ENSG00000189292	ALKAL2	FAM150B
ENSG00000228643	AC079779.2	AC079779.4
ENSG00000255165	AC134775.1	CTD-2609K8.3
ENSG00000227133	AC011742.1	AC011742.5
ENSG00000226029	LINC01772	RP4-798A10.2
ENSG00000235481	UBE2R2-AS1	RP11-133O22.6
ENSG00000261340	LINC01616	RP11-215H22.1
ENSG00000233717	RPS29P29	RP11-68I18.2
ENSG00000231540	ELOCP9	TCEB1P9
ENSG00000272508	AL136982.6	RP11-96C23.14
ENSG00000260341	C2orf69P2	RP11-80F22.6
ENSG00000248669	AC116562.2	RP11-489M13.2
ENSG00000213060	AL031864.1	RP4-612B18.3
ENSG00000255965	AC073916.1	RP11-408I18.9
ENSG00000233969	AC004946.1	RP5-1006K12.1
ENSG00000182974	AC135068.1	OR4M2
ENSG00000237008	LAPTM4BP1	AL591704.5
ENSG00000272669	AL021707.6	RP3-508I15.21
ENSG00000249806	AC139720.1	RP11-223C24.1
ENSG00000225450	AL021707.1	RP3-508I15.14
ENSG00000214978	GSG1L2	RP11-477N12.3
ENSG00000230617	AC079987.1	AC079987.2
ENSG00000258325	ITFG2-AS1	RP4-816N1.6
ENSG00000219392	ZNF602P	RP1-265C24.5
ENSG00000256902	IQSEC3P1	RP11-986G18.1
ENSG00000229497	AC005189.1	AC005189.6
ENSG00000234995	AC013429.2	AC013429.5
ENSG00000229056	AC020571.1	AC020571.3
ENSG00000203648	AC007618.1	AC007618.3
ENSG00000234441	AC105272.1	RP5-1108M17.5
ENSG00000270492	AC137695.1	RP13-685P2.8
ENSG00000259889	AC093802.2	RP11-315F22.1
ENSG00000249877	AC105924.1	RP11-706F1.2
ENSG00000258038	LINC02327	CTD-2384A14.1
ENSG00000232109	VN1R54P	AL022344.2
ENSG00000263438	LINC01919	RP11-202D1.3
ENSG00000187472	AL589826.1	RP11-67P15.1
ENSG00000243762	AC006547.2	AC006547.8
ENSG00000233870	AC007881.1	AC007881.4
ENSG00000244953	AC087521.1	RP11-613D13.8
ENSG00000128534	LSM8	NAA38
ENSG00000257086	AP001453.3	RP11-783K16.13
ENSG00000254409	AC087521.3	RP11-613D13.4
ENSG00000258727	AL135999.1	RP11-66N24.3
ENSG00000164669	INTS4P1	INTS4L1
ENSG00000186960	LINC01551	C14orf23
ENSG00000235669	AC004593.1	AC004593.3
ENSG00000244459	AC147067.1	RP11-1398P2.1
ENSG00000228414	LINC01185	AC010733.4
ENSG00000213194	CDK7P1	AC016732.2
ENSG00000260934	AC130456.5	CTA-363E6.7
ENSG00000227089	AL031767.1	RP1-135L22.1
ENSG00000233625	AL035045.1	RP5-905G11.3
ENSG00000226233	Z82188.1	RP1-151B14.9
ENSG00000240424	AC092824.1	RP11-158N24.1
ENSG00000241168	AC128685.1	RP11-10O22.1
ENSG00000250424	AC004691.2	AQP1
ENSG00000272078	AL139423.1	RP4-734G22.3
ENSG00000263772	AC017100.2	RP11-549B18.3
ENSG00000257563	AC126755.4	MIR3180-3
ENSG00000249309	AC020703.1	RP11-153M7.5
ENSG00000257527	AC126755.3	MIR3179-3
ENSG00000273289	AL121672.3	RP6-109B7.5
ENSG00000231010	AL121672.1	RP6-109B7.2
ENSG00000182257	PRR34	C22orf26
ENSG00000259316	AC087632.1	CTD-2116N17.1
ENSG00000197182	MIRLET7BHG	FLJ27365
ENSG00000259985	AC017100.1	RP11-549B18.1
ENSG00000229326	AC069154.1	AC069154.4
ENSG00000260516	AC133548.1	RP11-17M15.4
ENSG00000215905	AL590609.1	RP11-4M23.7
ENSG00000243044	AC128716.1	RP13-526J3.1
ENSG00000225315	AL591178.1	RP11-293P20.2
ENSG00000223419	AC006022.1	AC006022.4
ENSG00000237015	AL031186.1	CTA-984G1.5
ENSG00000255830	AC069240.1	RP11-385N17.3
ENSG00000188659	SAXO2	FAM154B
ENSG00000258254	AC010177.1	RP11-162N7.1
ENSG00000260151	AL355493.2	RP11-748L13.6
ENSG00000266805	AP005432.1	RP11-61L19.1
ENSG00000224308	LINC01527	RP1-13P20.6
ENSG00000254307	AP003692.1	KB-1608C10.2
ENSG00000216285	AC078819.1	RP11-490H24.5
ENSG00000229263	AC004691.1	AC004691.5
ENSG00000106125	MINDY4	FAM188B
ENSG00000261470	AC009039.1	RP11-152O14.4
ENSG00000259499	AC090519.2	RP11-616K22.2
ENSG00000267639	AC073135.3	CICP19
ENSG00000260555	AC092681.2	RP11-728K20.2
ENSG00000253505	AC103957.1	CTA-398F10.1
ENSG00000250090	AL390198.2	RP13-401N8.3
ENSG00000230581	ACTG1P14	RP11-390F4.8
ENSG00000267237	AC073135.2	AC092299.6
ENSG00000263443	AC100872.1	RP11-973F15.2
ENSG00000273225	FAM25BP	AC244230.3
ENSG00000272275	AC092687.3	RP11-791G15.2
ENSG00000255325	AC108136.1	RP11-96B2.1
ENSG00000236385	AC026355.2	RP11-114M1.2
ENSG00000233668	AL353662.2	RP11-571F15.3
ENSG00000241933	DENND6A-DT	RP11-755B10.3
ENSG00000264204	AGAP7P	AGAP7
ENSG00000251266	LINC02429	RP11-340A13.2
ENSG00000224667	AC013470.1	AC013470.8
ENSG00000258364	CR383656.13	RP11-536C10.16
ENSG00000226835	AC097059.1	RP11-148B18.3
ENSG00000255814	LINC02439	RP11-357K6.2
ENSG00000255618	LINC02440	RP11-357K6.1
ENSG00000262228	AC087392.3	RP11-676J12.4
ENSG00000272840	AC092902.3	RP11-379B18.6
ENSG00000261278	AC009094.1	RP11-430C1.2
ENSG00000261466	AC136944.4	RP11-23E10.2
ENSG00000226738	U62317.1	CTA-384D8.31
ENSG00000228426	AL645634.1	RP11-402L1.11
ENSG00000227292	AC009229.1	AC009229.5
ENSG00000176076	KCNE5	KCNE1L
ENSG00000263765	AC090371.2	RP11-746B8.1
ENSG00000240458	AC072046.1	RP11-450H5.3
ENSG00000242498	ARPIN	C15orf38
ENSG00000272945	AL356299.2	CTD-3216D2.5
ENSG00000250917	AL035458.2	RP4-785G19.5
ENSG00000262520	KRTAP4-16	KRTAP4-16P
ENSG00000253604	AC131254.2	RP11-489E7.1
ENSG00000225942	LINC01875	AC093326.2
ENSG00000260030	AC076968.1	RP11-686F15.2
ENSG00000228981	AC097658.1	RP11-364L4.1
ENSG00000236119	AP000688.3	AP000688.15
ENSG00000233393	AP000688.2	AP000688.29
ENSG00000218809	AL391903.1	RP1-229K20.5
ENSG00000267112	AC098848.1	RP11-839G9.1
ENSG00000219329	AL357515.1	RP11-397G5.2
ENSG00000243144	AC079760.2	RP11-115N4.1
ENSG00000235450	AC079760.1	RP11-142A5.1
ENSG00000228167	AL353072.1	RP11-489C13.1
ENSG00000185847	LINC01405	RP1-46F2.2
ENSG00000258632	AC135626.1	RP11-354B3.1
ENSG00000257453	AC011611.3	RP11-290L1.3
ENSG00000250326	AC104596.1	RP11-284M14.1
ENSG00000270764	AC005070.1	CTB-152G17.5
ENSG00000237280	AL136982.3	RP11-96C23.9
ENSG00000272918	AC005070.3	CTB-152G17.6
ENSG00000241035	AL161747.1	RP11-689J19.1
ENSG00000265519	AC015922.3	CTD-3157E16.1
ENSG00000229822	AL353691.1	RP5-1174J21.2
ENSG00000270304	AC087283.1	RP11-597G23.1
ENSG00000237513	AC007384.1	RP11-325F22.2
ENSG00000271941	AC104184.1	RP11-188P20.3
ENSG00000223916	AC097638.1	RP11-353H3.1
ENSG00000231236	AP001605.1	AP001604.3
ENSG00000269471	AC092329.2	RP11-15H20.2
ENSG00000233129	AL117351.1	RP5-837O21.2
ENSG00000225657	LINC01716	RP5-843L14.1
ENSG00000225329	LHFPL3-AS2	RP11-325F22.5
ENSG00000273013	AC117490.2	CTD-2002J20.1
ENSG00000230273	AC087163.1	AC087163.3
ENSG00000265490	AP001178.2	RP11-806L2.6
ENSG00000257497	AC121761.1	RP11-585P4.5
ENSG00000248611	AC107385.1	RP11-158C21.3
ENSG00000230794	AF015720.1	AF015720.3
ENSG00000249458	AC092673.1	RP11-624A4.1
ENSG00000235499	AC073046.1	AC073046.25
ENSG00000268296	AC022145.1	CTD-2579N5.3
ENSG00000234108	AL596276.2	RP11-115A15.2
ENSG00000181378	CFAP65	CCDC108
ENSG00000234452	SLC16A12-AS1	RP11-168O10.6
ENSG00000264265	LINC01925	RP11-14P20.1
ENSG00000261168	AL592424.1	RP11-68I18.10
ENSG00000260134	C1QL1P1	RP11-14K3.2
ENSG00000261046	C2orf69P1	RP11-14K3.4
ENSG00000228427	AL590764.1	RP5-1091N2.9
ENSG00000253471	AC012574.1	RP11-175E9.1
ENSG00000260830	AL135744.1	RP11-524O1.4
ENSG00000271508	AC090525.3	RP11-73B8.3
ENSG00000229591	AC006017.1	RP5-981O7.2
ENSG00000254734	AC107973.1	CTD-3138F19.1
ENSG00000267162	SDHDP1	RP11-815J4.4
ENSG00000257129	AC126177.1	RP11-554D14.1
ENSG00000258072	AC126177.7	RP11-554D14.2
ENSG00000259366	AC108449.2	CTD-2647L4.4
ENSG00000255450	AC110056.1	CTD-2063L20.1
ENSG00000231295	AC004888.1	RP4-797C5.2
ENSG00000257522	AL133166.1	RP11-562L8.1
ENSG00000259836	AGGF1P6	RP11-80F22.5
ENSG00000260153	RARRES2P10	RP11-80F22.7
ENSG00000258611	AC087641.1	RP11-368J22.2
ENSG00000233535	AC003035.2	RP1-122K4.2
ENSG00000272449	AL139246.5	RP3-395M20.12
ENSG00000229492	FO681548.1	AC004019.10
ENSG00000107738	VSIR	C10orf54
ENSG00000270195	AC016773.1	RP11-572O17.1
ENSG00000257433	AC004241.1	RP1-197B17.3
ENSG00000226296	AC036101.1	RP11-71J2.1
ENSG00000230779	AL161636.2	RP1-140J1.4
ENSG00000272009	AL121944.1	RP1-313I6.12
ENSG00000267187	AC026898.1	RP11-767C4.1
ENSG00000261303	AC022748.2	RP11-160C18.2
ENSG00000259555	AC067863.2	RP11-335K5.2
ENSG00000261541	AC138915.4	RP11-626K17.3
ENSG00000228120	AP001631.1	AP001631.10
ENSG00000270296	STX8P1	RP11-59H1.4
ENSG00000262145	ATP23	XRCC6BP1
ENSG00000253805	AC245164.1	RP11-1049H7.2
ENSG00000262819	AC084033.6	RP11-58A17.3
ENSG00000262082	AC084033.4	RP11-58A17.2
ENSG00000219404	AL359694.1	RP11-524C21.1
ENSG00000256940	AP001453.2	RP11-783K16.5
ENSG00000162618	ADGRL4	ELTD1
ENSG00000225238	Z93015.1	RP1-169I5.4
ENSG00000236920	AL590727.1	RP11-111D3.2
ENSG00000226207	AL080316.1	RP1-104O17.3
ENSG00000271860	AL589740.1	RP11-436D23.1
ENSG00000271579	AC078880.3	RP11-116D17.3
ENSG00000250523	AC093909.3	RP11-756P10.1
ENSG00000273464	AP000238.1	RP11-313P22.1
ENSG00000235419	AC010149.1	AC010149.4
ENSG00000267761	MIR4527HG	CTD-2130O13.1
ENSG00000253392	AC119403.1	AC006277.2
ENSG00000260427	AGGF1P9	RP11-488I20.5
ENSG00000236138	DUX4L26	RP11-413E6.7
ENSG00000231559	Z95118.1	RP3-354J5.3
ENSG00000234262	AL356867.1	RP1-20N18.4
ENSG00000244571	RPS6P4	RP11-535I24.2
ENSG00000241369	LINC01192	CT64
ENSG00000241073	AC093019.2	RP4-714D9.2
ENSG00000272264	AC009686.2	RP11-92K15.3
ENSG00000254205	AC009686.1	RP11-92K15.1
ENSG00000259627	AC079328.2	RP11-244F12.2
ENSG00000259498	TPM1-AS	RP11-244F12.3
ENSG00000254959	INMT-MINDY4	INMT-FAM188B
ENSG00000228973	AC009955.1	AC009955.8
ENSG00000224649	AF124730.1	AF124730.4
ENSG00000267398	AC006130.2	AC006130.4
ENSG00000267221	C17orf113	CTD-2132N18.2
ENSG00000213041	AC093422.1	RP11-383G10.3
ENSG00000256204	AC073862.1	RP11-243M5.1
ENSG00000266190	AC090287.1	RP11-218F4.2
ENSG00000237445	AL359771.1	CTA-520D8.2
ENSG00000271737	AC008608.2	CTB-113I20.2
ENSG00000261071	AL441883.1	RP1-223E5.4
ENSG00000256041	AP001858.2	RP11-959F10.4
ENSG00000270646	AL670379.5	RP6-166C19.15
ENSG00000241917	AC084398.1	RP11-512N21.1
ENSG00000258375	AC079363.1	RP11-617J18.1
ENSG00000222043	AC079305.1	AC079305.10
ENSG00000256282	AC112694.1	RP11-504G3.4
ENSG00000247595	SPTY2D1OS	SPTY2D1-AS1
ENSG00000253251	AC008560.1	CTC-534A2.2
ENSG00000269976	AC012065.3	RP11-130L8.2
ENSG00000236894	AL160287.1	RP11-128B16.3
ENSG00000228950	AC023137.1	AC023137.2
ENSG00000266961	AP005482.2	RP11-973H7.5
ENSG00000257890	AC011595.3	RP11-114F10.2
ENSG00000188078	AL022313.1	RP5-1119A7.11
ENSG00000267006	AC008507.2	CTC-448F2.4
ENSG00000257943	AC084879.1	RP11-167N24.3
ENSG00000256746	AC018410.1	RP11-17G12.3
ENSG00000270923	TAS2R6P	TAS2R6
ENSG00000261617	LINC02177	RP11-243A14.1
ENSG00000203650	LINC01285	RP4-562J12.2
ENSG00000155893	PXYLP1	ACPL2
ENSG00000260303	AC108206.1	RP11-203B7.2
ENSG00000231113	AL035587.1	RP3-475N16.1
ENSG00000261136	AC023908.3	RP11-37C7.3
ENSG00000224448	AC005020.1	GS1-259H13.7
ENSG00000242575	AC012501.2	AC012501.3
ENSG00000272155	AC055822.1	RP11-707M3.3
ENSG00000265788	AC015688.4	RP11-19P22.5
ENSG00000259208	AC023968.1	RP11-621H8.1
ENSG00000253223	AC110998.1	RP11-409C19.2
ENSG00000248206	AC074194.1	RP11-739P1.2
ENSG00000273264	AL360219.1	RP11-131L23.2
ENSG00000236720	LINC01741	RP11-63B19.1
ENSG00000237500	AL713851.2	RP11-526P5.1
ENSG00000263400	TMEM220-AS1	CTC-297N7.5
ENSG00000238107	AC245100.6	RP11-495P10.5
ENSG00000251368	AC016632.1	RP11-175M2.1
ENSG00000234129	AC073529.1	RP11-120D5.1
ENSG00000269915	AP006621.4	AP006621.9
ENSG00000235748	SEPT14P12	RP11-32D17.4
ENSG00000227799	AC012358.2	AC012358.4
ENSG00000226751	AF127936.1	AF127936.5
ENSG00000232156	AL662842.1	HLA-DRB2
ENSG00000232576	AL645638.1	RP11-137D19.1
ENSG00000228971	AL356479.1	RP11-286B14.1
ENSG00000204179	PTPN20	PTPN20A
ENSG00000236160	AC005345.1	GS1-541M1.2
ENSG00000229305	AL358876.1	RP11-431K24.2
ENSG00000248577	AC091435.1	RP11-122C5.2
ENSG00000272175	AL050343.2	RP4-657D16.6
ENSG00000230434	LINC01650	RP11-14O19.1
ENSG00000255426	AC044839.3	CTD-2210P24.2
ENSG00000254519	AC044839.1	CTD-2210P24.1
ENSG00000259217	AC068867.1	RP11-702M1.2
ENSG00000262453	AL022318.3	CTA-150C2.13
ENSG00000142609	CFAP74	C1orf222
ENSG00000235092	ID2-AS1	AC011747.7
ENSG00000233437	AC118758.1	RP13-580B18.1
ENSG00000258525	AL049830.3	RP11-829H16.3
ENSG00000273183	AC093726.2	RP11-5C23.2
ENSG00000267172	AC022031.1	RP11-397A16.3
ENSG00000234111	LINC02433	RP11-364P22.1
ENSG00000250722	SELENOP	SEPP1
ENSG00000243403	AC090543.2	RP11-330L19.1
ENSG00000225405	RPS15AP17	RP11-84A1.1
ENSG00000265514	LINC01892	RP11-92G19.2
ENSG00000248692	ADGRL3-AS1	RP11-84A1.3
ENSG00000257894	AC027288.3	RP1-78O14.1
ENSG00000226439	AC108161.1	RP11-621K7.1
ENSG00000273156	AC124016.2	RP11-127B20.2
ENSG00000226624	AC005099.1	CTA-351J1.1
ENSG00000234152	ELOBP1	TCEB2P1
ENSG00000270275	TRMT112P7	RP11-53M11.4
ENSG00000224794	AL022326.1	RP3-333H23.8
ENSG00000273056	AL354694.1	RP11-77E14.2
ENSG00000230609	AL513185.2	RP11-167P22.4
ENSG00000227877	MRLN	LINC00948
ENSG00000272940	U62317.4	CTA-384D8.33
ENSG00000231977	AL096828.1	RP5-963E22.4
ENSG00000224104	AC079809.1	AC079809.2
ENSG00000249624	AP000295.1	AP000295.9
ENSG00000243104	MTND4LP14	AC012363.10
ENSG00000213513	IMPDH1P5	RP13-39P12.2
ENSG00000265749	AC135178.3	RP11-849F2.5
ENSG00000228604	AL121759.1	RP5-872K7.7
ENSG00000273024	INTS4P2	INTS4L2
ENSG00000259582	AC026523.1	RP11-461F11.3
ENSG00000224884	AC034187.1	AC034187.2
ENSG00000234578	AL355483.4	RP4-784A16.1
ENSG00000235324	BX649210.2	DASS-23B5.1
ENSG00000225613	LINCMD1	MIR133BHG
ENSG00000268580	LINC01966	RP11-514A9.1
ENSG00000261449	AC103724.3	RP11-589C21.5
ENSG00000250007	AC087457.1	RP11-814P5.1
ENSG00000226972	RPL12P19	AC013717.3
ENSG00000254060	AC022778.1	RP11-172E10.1
ENSG00000238102	AL080248.1	RP11-19D2.1
ENSG00000261249	LINC01751	RP11-19D2.2
ENSG00000205644	AC025186.1	CTD-2375G15.1
ENSG00000228888	LINC01428	RP4-764O22.2
ENSG00000259993	AC135731.1	RP11-261B23.1
ENSG00000226765	RPSAP33	RP11-694D5.1
ENSG00000241882	AC124893.1	RP11-637O11.2
ENSG00000267743	AC107896.1	RP11-718I15.1
ENSG00000224228	AL031599.1	RP1-15D23.2
ENSG00000224000	Z97198.1	RP3-471M13.2
ENSG00000235445	AC016027.3	XXbac-B476C20.14
ENSG00000249122	AC105389.1	RP11-227F19.2
ENSG00000253358	AC087439.1	GS1-251I9.3
ENSG00000228109	MELTF-AS1	MFI2-AS1
ENSG00000256268	LINC02454	RP11-221N13.3
ENSG00000248234	AC091839.1	CTD-2108O9.4
ENSG00000260237	AC092130.1	RP11-148M9.1
ENSG00000248912	AC096736.1	RP11-171N4.4
ENSG00000272430	AL356056.3	RP11-38L15.8
ENSG00000234208	AC005529.1	CTA-256D12.11
ENSG00000144567	RETREG2	FAM134A
ENSG00000244740	AC092991.1	RP11-463H24.1
ENSG00000234192	RPS26P38	RP11-57C13.5
ENSG00000224635	AL391095.1	RP4-564F22.5
ENSG00000250576	AC012629.1	CTD-2154B17.1
ENSG00000253720	AC022973.2	RP11-473O4.3
ENSG00000203971	AL354984.1	RP13-379L11.2
ENSG00000227383	AL353662.1	RP11-571F15.2
ENSG00000228159	LINC01674	AP001465.5
ENSG00000234731	MTND4LP16	AC007163.11
ENSG00000250470	AC253536.5	AP000351.3
ENSG00000251339	AC017091.1	RP11-506N2.1
ENSG00000255714	LINC02460	RP11-121J20.1
ENSG00000263307	AC007216.4	RP11-166B2.8
ENSG00000216902	AL122016.1	RP1-161C16.1
ENSG00000258367	CR383656.14	RP11-536C10.3
ENSG00000215398	CR383658.1	RP11-754I20.1
ENSG00000237390	AL139130.1	RP11-139I14.2
ENSG00000260955	AC100821.2	RP11-30L15.6
ENSG00000255769	GOLGA2P10	RP11-152F13.3
ENSG00000231961	AL035461.1	RP5-967N21.7
ENSG00000260739	AC010760.1	RP11-2F9.4
ENSG00000237128	AL358234.1	RP11-351M16.3
ENSG00000263450	AC090371.1	RP11-680N20.1
ENSG00000272944	AC079834.2	CTD-2308L22.1
ENSG00000243355	AC012123.2	RP11-57G22.1
ENSG00000236456	AL035458.1	RP4-785G19.2
ENSG00000226442	AC006037.1	AC006037.2
ENSG00000233504	POLR2LP1	POLR2LP
ENSG00000227657	SERPINA7P1	RP13-483F6.1
ENSG00000254866	DEFB109D	DEFB109P3
ENSG00000234493	RHOXF1P1	GS1-421I3.2
ENSG00000254180	AB015752.1	AB015752.3
ENSG00000259771	AC092756.1	RP11-429D19.1
ENSG00000259732	AC092757.2	RP11-59H7.3
ENSG00000248161	AC098487.1	RP11-499E18.1
ENSG00000259735	AC092868.2	RP11-356M20.3
ENSG00000225402	AC010878.1	AC010878.3
ENSG00000254700	DEFB131C	RP11-1236K1.11
ENSG00000259674	AC092868.1	RP11-356M20.1
ENSG00000262731	AC037482.2	KRTAP2-1
ENSG00000225898	AC002075.1	AC002075.3
ENSG00000234695	AC002076.1	AC002076.10
ENSG00000229262	AL160411.1	RP4-726N1.2
ENSG00000256278	AC048382.1	RP11-182J1.5
ENSG00000259172	AC023024.1	RP11-299G20.2
ENSG00000259764	PCSK6-AS1	RP11-299G20.3
ENSG00000260342	AC138811.2	RP11-1035H13.3
ENSG00000255092	AC010768.2	RP11-58K22.4
ENSG00000254693	AC010768.1	RP11-58K22.5
ENSG00000272825	AL844908.1	LL21NC02-1C16.2
ENSG00000183250	LINC01547	C21orf67
ENSG00000233050	DEFB130B	DEFB130
ENSG00000237153	AL162725.2	RP11-132E11.2
ENSG00000255544	DEFB108D	DEFB108P3
ENSG00000226470	RPS29P33	RP11-132E11.3
ENSG00000237729	AC002075.2	AC002075.4
ENSG00000237083	AL162725.1	RP11-132E11.4
ENSG00000267487	AC100843.3	RP11-640A1.4
ENSG00000236607	EEF1DP8	RP11-691L4.2
ENSG00000256006	AC084117.1	AC084117.3
ENSG00000272183	AC005041.3	RP11-523H20.3
ENSG00000258130	AC106782.1	RP11-347C12.3
ENSG00000259523	AC022613.2	RP11-680F8.3
ENSG00000236677	AP000688.4	AP000688.11
ENSG00000230212	AP000688.1	AP000688.14
ENSG00000272644	AC097468.3	RP11-33O4.1
ENSG00000260479	AC009145.1	RP11-556H2.3
ENSG00000236546	AL033527.2	RP1-118J21.5
ENSG00000261512	AC092368.3	RP11-46D6.1
ENSG00000260816	AC027279.1	RP11-319G9.3
ENSG00000260694	AC009145.3	RP11-556H2.4
ENSG00000243305	AC026347.1	RP11-362A9.3
ENSG00000131355	ADGRE3	EMR3
ENSG00000234173	AL353784.1	RP11-257I14.1
ENSG00000233235	BX119321.1	RP5-908D6.1
ENSG00000255463	AC011979.2	RP11-16F15.4
ENSG00000235241	BX284668.4	RP11-108M9.5
ENSG00000230239	BX284668.3	RP11-108M9.2
ENSG00000268455	AC073544.1	RP11-359H18.2
ENSG00000237914	SIRPG-AS1	RP11-77C3.3
ENSG00000270670	MARK2P16	RP11-248C1.3
ENSG00000260251	AC092368.1	RP11-46D6.4
ENSG00000271360	AL512631.2	RP11-138I18.1
ENSG00000233351	AL356124.2	RP1-69D17.3
ENSG00000260550	AC136618.1	RP11-457I16.2
ENSG00000231252	AC099792.1	RP11-436K8.1
ENSG00000238242	AC097066.1	RP11-575B7.3
ENSG00000255480	AL353699.1	RP4-710M3.2
ENSG00000256802	AC022613.1	RP11-680F8.1
ENSG00000259883	EHD4-AS1	CTD-2382E5.4
ENSG00000217702	AC073263.1	MGC10955
ENSG00000255159	AC026894.1	RP11-318C2.1
ENSG00000264982	AC015563.2	RP11-344B2.2
ENSG00000265279	CLUHP6	RP11-53I6.5
ENSG00000237860	BX119904.4	RP11-232D9.4
ENSG00000263917	AC011825.3	RP11-53I6.2
ENSG00000231756	AL449983.1	RP11-183I6.2
ENSG00000230694	AL450003.1	RP11-62F24.1
ENSG00000233551	LSM1P1	RP11-335H2.2
ENSG00000270443	AL139344.1	RP1-223H12.5
ENSG00000255553	AP003733.3	RP11-810P12.5
ENSG00000254424	AP003733.2	RP11-810P12.6
ENSG00000260047	BCAP31P2	RP11-989E6.2
ENSG00000257268	AC002375.1	RP1-74B13.2
ENSG00000259934	AC142086.2	RP11-989E6.1
ENSG00000228265	RALY-AS1	RP5-1125A11.1
ENSG00000261782	AC116553.2	RP11-43P5.1
ENSG00000219150	AL603914.1	RP11-569A2.2
ENSG00000230435	AC004160.2	AC004160.4
ENSG00000239556	AC004951.2	AC004951.5
ENSG00000228434	AC004951.1	AC004951.6
ENSG00000241057	AC004951.3	AC004985.12
ENSG00000260522	AC106785.1	RP11-352B15.5
ENSG00000218476	AL591416.1	RP11-108N13.1
ENSG00000260500	AC010336.2	CTD-3193O13.1
ENSG00000263275	AL513523.8	RP11-216N14.9
ENSG00000258895	AC104390.1	CTD-2643K12.1
ENSG00000266908	AL109935.2	RP5-1022P6.7
ENSG00000225836	AL157400.1	RP11-80H5.6
ENSG00000257135	AC007249.2	RP11-320M2.1
ENSG00000235244	DANT2	RP11-761E20.1
ENSG00000260845	AC138907.2	RP11-586K12.4
ENSG00000261445	AC018558.3	RP11-80F22.4
ENSG00000228335	AC073063.1	AC073063.10
ENSG00000228132	AL360221.1	RP11-279E1.1
ENSG00000213272	RPL7AP9	RP11-613M5.1
ENSG00000257060	AC091078.1	RP11-266O8.1
ENSG00000258909	AC091078.3	RP11-164C12.2
ENSG00000258787	AC091078.2	RP11-164C12.1
ENSG00000242097	AC068647.1	RP11-64D22.1
ENSG00000258249	AC125603.3	RP11-497G19.3
ENSG00000257883	AC125603.2	RP11-497G19.1
ENSG00000245748	AC097382.2	RP11-367J11.2
ENSG00000257426	AC126177.5	RP11-554D14.3
ENSG00000257398	AC126177.4	RP11-554D14.6
ENSG00000151303	AL136982.1	AGAP11
ENSG00000261011	AL136982.4	RP11-96C23.11
ENSG00000187904	AC097382.1	AC097382.5
ENSG00000264296	AC090666.1	RP11-116K4.1
ENSG00000223658	C1GALT1C1L	AC011242.6
ENSG00000225598	AL606519.1	RP11-339D23.1
ENSG00000256806	C17orf100	AC004706.1
ENSG00000260680	AGGF1P5	RP11-80F22.1
ENSG00000229695	AC011242.1	AC011242.5
ENSG00000234917	AC098484.2	RP5-994D16.3
ENSG00000186328	AL451165.1	RP11-140K17.2
ENSG00000253483	AC104561.2	CTC-756D1.1
ENSG00000272973	AP000350.5	KB-1125A3.11
ENSG00000223387	LINC02068	RP11-408H1.3
ENSG00000261263	AC138907.5	RP11-586K12.13
ENSG00000261111	AC133569.1	RP11-96K14.1
ENSG00000270516	AC079791.1	RP11-500M10.1
ENSG00000230520	AC092098.1	RP11-533K11.1
ENSG00000231131	LINC01468	RP11-346D6.6
ENSG00000260662	AC138915.2	RP11-626K17.2
ENSG00000237026	AC104073.2	RP11-328P23.2
ENSG00000257464	AC125611.1	RP11-161H23.8
ENSG00000236663	FRGCA	AP001631.9
ENSG00000263884	AP000845.1	RP11-705O1.8
ENSG00000271784	AL031055.1	RP1-28H20.3
ENSG00000229170	CR847861.1	LINC00243
ENSG00000234826	AC003084.1	AC003084.2
ENSG00000272518	AC036214.2	RP11-26J3.3
ENSG00000272783	AC147067.2	RP13-1016M1.2
ENSG00000256314	AC078962.3	RP11-338E21.3
ENSG00000262994	AC217323.1	RP11-216N14.10
ENSG00000233950	AL662857.4	XXbac-BPG308J9.3
ENSG00000234449	FAM239A	RP11-706O15.3
